Zlato za 10 000 dolarů?	$10,000 Gold?
Ano, velice ráda bych skutečně letěla, ale výlet do vesmíru vyjde na 35 až 40 milionů dolarů, kdežto výcvik záložníka stojí „jen“ tři miliony.	Yes, I would love to actually go, but the trip to space costs $35 to $40 million, whereas backup training costs “only” $3 million.
Hlavou se mi honily mlhavé myšlenky, že bych se někdy v roce 2011 mohla do vesmíru vydat – v témže roce, k němuž si (velice) váhavě plánuje let spoluzakladatel Googlu Sergey Brin.	So I had vague thoughts that I might go into space sometime in 2011 - the year that Google co-founder Sergey Brin is (very) tentatively slated to go.
Space Adventures prosazovala rok 2009, ale já měla moc práce.	Space Adventures was pushing for 2009, but I was pretty busy.
Pak se letos na jaře něco stalo: moje sestra Emily zjistila, že má rakovinu a podstoupila oboustrannou mastektomii.	Then something happened last spring: my sister Emily discovered that she had cancer and had a double mastectomy.
(Dnes se jí daří dobře, a dokonce právě zvítězila v minimaratonu.)	(She is doing well now and, in fact, just won a mini-marathon.)
Několik týdnů nato jsem narazila na jeden z oněch typických střetů: schůzka správní rady v jednom místě, konference v jiném a další příležitost v tutéž chvíli ještě jinde. „Ech,“ pomyslela jsem si, „kdybych tak šla na oboustrannou mastektomii: mohla bych to všechno zrušit a nikdo by si nestěžoval!“	A couple of weeks later, I was faced with one of those conflicts: a board meeting here, a conference there, another opportunity at the same time somewhere else. “Aaagh,” I thought, “if only I had a double mastectomy: I could cancel all these things and no one would complain!”
Dobrý bože!	
Uvědomila jsem si, že moje priority jsou úplně vyšinuté. Takže tahle moje pracovní dovolená v Rusku je v jistém podivném smyslu mojí alternativou k oboustranné amputaci prsu – ovšemže pozitivní, ale s tímtéž zážitkem stisknutí tlačítka reset.	Good grief! I realized my priorities were all out of whack. So in some odd way, this sabbatical in Russia is my alternative to a double mastectomy – a positive one, to be sure, but the same kind of reset-button experience.
Jde také o odpověď na další otázku, kterou často slýchám kvůli svému angažmá v lidské genetice skrze 23andMe (www.23andme.com) a projekt Personal Genome (www.personalgenome.org): kdybyste se dozvěděla, že máte vysokou pravděpodobnost vzniku Alzheimerovy choroby během několika let, co byste dělala? Inu, odjela bych na výcvik pro kosmonauty, samozřejmě!	It is also the answer to another question I hear a lot because of my work on human genetics through 23andMe (www.23andme.com) and the Personal Genome Project (www.personalgenome.org): If you learned you had a high chance of developing Alzheimer’s in a few years, what would you do?
Ale proč bych měla čekat, jestli můžu onemocnět alzheimerem? Příští měsíc napíšu o tom, co vlastně výcvik pro čekatele na cestu do vesmíru zahrnuje.	Why, I’d go train to be a cosmonaut, of course! And why wait to find out I may get Alzheimer’s? Next month, I will write about what training to go into space actually involves.
	
Ukryté zboží roky 2015Hidden Goods of 2015	The Hidden Goods of 2015
PRINCETON – Pokud bychom stav světa měli hodnotit podle novinových titulků, tak byl rok 2015 rokem islámského teroru a to především v Paříži.	PRINCETON – If we were to judge the state of the world by the news headlines, 2015 was the year of Islamist terror, especially in Paris.
Začalo to masakrem v Charlie Hebdo a vrcholilo mnohem smrtivější střelbou z 13. listopadu, včetně útoků v Bejrútu, Ankaře a v centru pro postižené v kalifornském San Bernadinu.	It began with the massacre at Charlie Hebdo and included the much deadlier November 13 shootings in the city, in addition to attacks in Beirut, Ankara, and on a center for disabled people in San Bernadino, California.
Ale kdybychom se soustředili pouze na terorismus, bylo by to zavádějící hodnocení událostí uplynulého roku.	But even if we focused on terrorism, that would be a misleading view of the year’s events.
V roce 2015 zabil terorismus více lidí v Sýrii, Iráku, Nigérii či Keni, než ve Francii či Spojených státech.	In 2015, terrorism killed more people in Syria, Iraq, Nigeria, and Kenya than in France or the United States.
A pokud říjnová nehoda ruského civilního letounu v egyptské Sinaji byla výsledkem příprav Islámského státu (ISIS), jak tvrdí sama ISIS a ruští experti, potom jen tento incident zabil více lidí než oba teroristické útoky v Paříži.	And if the crash in October of a Russian civilian airliner in Egypt’s Sinai Desert was, as the Islamic State (ISIS) and Russians experts assert, the result of an ISIS plot, then that incident alone killed more people than both terrorist attacks in Paris.
Každopádně soustředění se na to, co shledávají média jako nejpodstatnější, by nám mohlo poskytnout pokřivený pohled na svět.	In any case, concentrating on what the news media find most important to cover can give us a distorted sense of the world.
Smrt každé nevinné oběti teroristických útoků minulého roku je tragédií jak pro tu osobu, tak pro její nebo jeho okolí, rodinu a přátele; to však platí i u smrtí plynoucích z dopravních nehod, které mají mnohem méně mediální pozornosti.	The death of each of the innocent victims of last year’s terrorist attacks is a terrible tragedy for that person and his or her family and friends; but that is also true of deaths that occur in traffic accidents, which receive much less media attention.
	Terrorism is shocking, violent, and makes for “good television.”
Terorismus je šokující, násilný a divácky “atraktivní.“ Pokud se odehraje v našich městech, nebo ve městech, která můžeme snadno navštívit, přitáhne ještě více zájmu díky faktoru „To jsem mohl být já!“ Nicméně z globální perspektivy byly dvě nejpodstatnější události roku 2015 velice povzbuzující, ale jen jedna – smlouva o mezinárodní klimatické změně z prosince v Paříži – dosáhla významnějšího mediálního pokrytí.	If it occurs in cities like our own, or in cities we might visit, it attracts even greater interest because of the “It could have been me!” factor. From a global perspective, however, the two most important things that happened in 2015 were both highly encouraging, though only one, the international climate agreement reached in Paris in December, received significant media coverage.
Bude trvat dekády, než budeme vědět, jestli dohoda z Paříže splnila stanovený cíl omezit globální oteplování “výrazně pod“ 2°C nad předindustriální úrovní.	Decades will pass before we know if the Paris agreement succeeds in meeting its stated aim of limiting global warming to “well below” 2°C above pre-industrial levels.
Jde o ambicióznější rétoriku, než předpokládala většina pozorovatelů a která byla akceptována všemi 194 zúčastněnými zeměmi.	But this is more ambitious language than most observers had expected, and it was accepted by all 194 participating countries.
Experti nám tvrdí, že součet omezení emisí skleníkových plynů, ke kterým se tyto země zavázaly, vytvoří teplotní pokles, který je stále výrazně nad dohodou stanovenou hranicí.	Experts tell us that adding up the reductions in greenhouse-gas emissions that these countries have pledged yields a total drop that is still well short of the agreement’s stated goal.
Pramínek naděje však zůstává v příslibu revize těchto cílů v pětiletých intervalech a zvážení, jaké úpravy jsou třeba k dosažení kýženého efektu.	But a sliver of hope is offered by the commitment to review these targets at five-year intervals and consider what adjustments are needed to meet the goal.
Uvidíme, jestli to bude fungovat (tedy ti, kdo se dožijí roku 2050).	We will see whether it works (or those of us young enough to live to 2050 will).
Ale po zklamání kodaňského summitu z roku 2009 by nás atmosféra okolo dohody z Paříže měla povzbudit.	But after the disappointment of the Copenhagen climate-change summit in 2009, the spirit of agreement that animated the Paris meeting should lift our spirits.
